1337	Univ New England - Australia	3689	1451	137	0.094
1338	Iuliu Hațieganu Univ Med & Pharma - Cluj-Napoca	576	1451	182	0.125
1339	Payame Noor Univ	101177	1448	105	0.072
1340	Guangdong Med Univ	52651	1441	167	0.116
1341	Univ Hull	305	1439	158	0.11
1342	Paderborn Univ	263	1438	121	0.084
1343	Aston Univ	790	1437	228	0.158
1344	Pamukkale Univ	719	1436	84	0.059
1345	Univ Agr Kraków	962	1429	87	0.061
1346	W Bengal Univ Hlth Sci	55371	1426	45	0.031
1347	Pontif Cath Univ Rio de Janeiro	1496	1424	81	0.057
1348	Miami Univ	3499	1423	121	0.085
1349	Sri Ramachandra Inst High Educ & Res	55379	1423	62	0.043
1350	Natl Inst Technol Srinagar	54798	1422	92	0.064
1351	Anhui Polytech Univ	52670	1421	128	0.09
1352	Bahauddin Zakariya Univ	18804	1417	143	0.101
1353	Huzhou Univ	52650	1415	161	0.114
1354	Wrocław Univ Environ & Life Sci	541	1414	111	0.078
1355	Polytech Porto	31215	1412	101	0.072
1356	Changchun Univ Technol	18895	1412	120	0.085
1357	Univ New Hampshire	1472	1411	160	0.113
1358	Univ Shahrood	9488	1409	121	0.086
1359	Yunnan Normal Univ	18539	1406	121	0.086
1360	Ningxia Med Univ	19200	1406	118	0.084
1361	Portland State Univ	3502	1405	138	0.098
1362	Chemnitz Univ Technol	224	1404	95	0.068
1363	South Illinois Univ - Carbondale	3479	1403	96	0.068
1364	Univ Regina	3582	1403	131	0.093
1365	King Mongkut's Univ Technol - Thonburi	2538	1397	132	0.095
1366	Tottori Univ	1548	1397	48	0.035
1367	Liaoning Univ	18045	1396	123	0.088
1368	Univ Bretagne Occidentale (EPE)	70024	1395	104	0.074
1369	Shandong Univ Tradit Chin Med	52643	1392	201	0.144
1370	Syiah Kuala Univ	1355	1389	55	0.039
1371	Univ Massachusetts Lowell	9818	1389	148	0.106
1372	Aga Khan Univ	9583	1388	107	0.077
1373	New Jersey Inst Technol	3508	1387	159	0.114
1374	Gustave Eiffel Univ	10548	1387	112	0.08
1375	Soongsil Univ	9708	1385	88	0.064
1376	Oslo Metropolitan Univ	10713	1382	163	0.118
1377	Chinese Acad Trop Agr Sci	52679	1382	125	0.09
1378	E China Univ Technol	52637	1380	102	0.074
1379	Mazandaran Univ Med Sci	19116	1379	106	0.077
1380	Shahid Chamran Univ Ahwaz	18560	1378	109	0.079
1381	Guangdong Pharmaceut Univ	18034	1378	135	0.098
1382	Xi'an Shiyou Univ	19214	1376	83	0.06
1383	All India Inst Med Sci Bhubaneswar	55382	1376	53	0.038
1384	King Mongkut's Univ Technol N Bangkok	9060	1375	117	0.085
1385	Civil Aviat Univ China	18720	1373	108	0.079
1386	Keimyung Univ	9709	1370	95	0.069
1387	Univ Lleida	646	1369	118	0.087
1388	Univ Rijeka	74	1364	88	0.064
1389	All India Inst Med Sci Jodhpur	55380	1363	44	0.033
1390	Covenant Univ	53241	1363	97	0.071
1391	Imam Mohammad Ibn Saud Islamic Univ	54840	1357	143	0.106
1392	Necmettin Erbakan Univ	16448	1356	102	0.075
1393	Univ Denver	3527	1356	139	0.103
1394	Tokai Univ	1546	1355	72	0.053
1395	Hofstra Univ	18423	1355	127	0.094
1396	Michigan Technol Univ	3494	1353	138	0.102
1397	Natl Univ Cordoba	3705	1352	63	0.047
1398	Indian Inst Technol Mandi	52996	1352	114	0.084
1399	Yazd Univ	9487	1351	118	0.087
1400	Med Univ Innsbruck	1316	1351	172	0.127
1401	Univ Carthage	53045	1350	78	0.058
1402	Univ California - Merced	18430	1350	161	0.119
1403	Univ Foggia	420	1350	182	0.135
1404	Kyoto Prefect Univ Med	3637	1350	72	0.054
1405	Indian Inst Technol (BHU) Varanasi	55383	1349	132	0.098
1406	ISCTE - Univ Inst Lisbon	9988	1349	123	0.091
1407	Hebei Normal Univ	9622	1348	110	0.082
1408	Vel Tech	54809	1348	65	0.048
1409	LUT Univ	127	1347	185	0.137
1410	Roy Holloway - Univ London	353	1344	159	0.118
1411	Univ Fed Sergipe	6112	1341	54	0.04
1412	Yamagata Univ	1549	1338	57	0.042
1413	Chung Shan Med Univ	3762	1338	85	0.064
1414	Rzeszów Univ Technol	528	1335	93	0.07
1415	Taiyuan Univ Sci & Technol	18715	1333	116	0.087
1416	Indian Stat Inst	2475	1332	89	0.067
1417	Fukushima Med Univ	9506	1331	56	0.042
1418	Yüzüncü Yıl Univ	750	1329	81	0.061
1419	Moscow State Univ Civil Engn	55550	1328	24	0.018
1420	Tezpur Univ	16437	1326	85	0.064
1421	Univ Tabuk	53035	1325	140	0.105
1422	Univ Madras	2464	1324	71	0.054
1423	Beijing Info Sci & Technol Univ	33795	1323	110	0.083
1424	Cent Univ Finance & Econ	19174	1320	144	0.109
1425	Zhongnan Univ Econ & Law	52647	1318	180	0.136
1426	SSN Coll Engn	34009	1316	94	0.072
1427	Univ Sultan Moulay Slimane	53194	1314	53	0.041
1428	Hasselt Univ	41	1313	155	0.118
1429	Bharati Vidyapeeth Deemed Univ	18822	1309	61	0.047
1430	Vilnius Gediminas Tech Univ	471	1308	69	0.053
1431	Ibn Zohr Univ	53918	1308	107	0.082
1432	Univ Engn & Technol - Lahore	53024	1308	132	0.101
1433	Singapore Univ Technol & Design	18891	1307	219	0.168
1434	Tianjin Normal Univ	9664	1305	97	0.074
1435	Univ Fed Rural Pernambuco	6109	1305	48	0.037
1436	Toho Univ	9515	1305	48	0.037
1437	Pomeranian Med Univ Szczecin	529	1304	159	0.122
1438	Cumhuriyet Univ	1025	1304	93	0.072
1439	King Mongkut's Inst Technol - Ladkrabang	2539	1304	79	0.061
1440	Sheffield Hallam Univ	347	1304	130	0.1
1441	Univ Sci & Technol Liaoning	52640	1302	96	0.073
1442	Kafrelsheikh Univ	10542	1301	163	0.125
1443	Keele Univ	306	1301	135	0.104
1444	Osmania Univ	2480	1300	56	0.043
1445	Sanjay Gandhi Postgrad Inst Med Sci	2471	1299	48	0.037
1446	Yokohama Natl Univ	594	1298	52	0.04
1447	Univ Kashan	9462	1297	163	0.126
1448	Hunan Univ Technol	19215	1296	187	0.144
1449	Benemérita Univ Aut Puebla	18574	1294	53	0.041
1450	Univ Dschang	52628	1293	75	0.058
1451	Hirosaki Univ	3650	1293	54	0.042
1452	Univ Ontario Inst Technol	18534	1288	131	0.102
1453	Univ Texas Rio Grande Valley	10407	1287	95	0.074
1454	Bournemouth Univ	343	1286	122	0.095
1455	Taizhou Univ	52667	1286	175	0.136
1456	Univ Mosul	54820	1285	30	0.024
1457	Hungarian Univ Agr & Life Sci	386	1284	112	0.087
1458	Victoria Univ - Melbourne	3691	1283	185	0.144
1459	Karunya Inst Technol & Sci	53130	1283	89	0.069
1460	Univ Augsburg	211	1283	150	0.117
1461	Univ Maine - Orono	3500	1282	109	0.085
1462	Guizhou Normal Univ	52665	1280	92	0.072
1463	Mersin Univ	745	1279	74	0.058
1464	Maria Curie-Sklodowska Univ	519	1278	78	0.061
1465	New York Med Coll	1527	1278	105	0.082
1466	Inner Mongolia Univ Technol	18710	1277	87	0.068
1467	Univ León	645	1277	133	0.104
1468	Univ Salzburg	15	1273	125	0.098
1469	Taras Shevchenko Natl Univ Kyiv	2847	1272	41	0.032
1470	Shenyang Aerosp Univ	19186	1271	113	0.089
1471	Guru Gobind Singh Indraprastha Univ	53948	1271	72	0.057
1472	Univ Marie & Louis Pasteur (EPE)	70022	1270	118	0.093
1473	Nagoya City Univ	3636	1270	58	0.046
1474	Nova Southeastern Univ	53060	1270	100	0.079
1475	Skolkovo Inst Sci & Technol	53027	1270	102	0.08
1476	Josip Juraj Strossmayer Univ Osijek	73	1269	108	0.085
1477	Chengdu Univ Info Technol	18717	1269	99	0.078
1478	Indian Inst Technol Bhubaneswar	53125	1267	120	0.094
1479	Nara Med Univ	18061	1267	62	0.049
1480	Hebei Univ Sci & Technol	18547	1266	104	0.082
1481	Univ Karachi	9581	1265	60	0.047
1482	Alexandru Ioan Cuza Univ Iaşi	579	1263	94	0.074
1483	N China Univ Technol	52668	1262	82	0.065
1484	Univ Sarajevo	10248	1259	48	0.038
1485	Lebanese Univ	53216	1257	79	0.063
1486	Sichuan Univ Sci & Engn	18722	1256	84	0.067
1487	Natl Distance Educ Univ	650	1255	85	0.068
1488	Univ Caen Normandy	2604	1255	112	0.089
1489	Univ Campus Bio-Medico Roma	815	1253	163	0.13
1490	Xi'an Polytech Univ	52658	1252	95	0.075
1491	Natl Yunlin Univ Sci & Technol	18892	1252	127	0.101
1492	Univ Lahore	53026	1252	139	0.111
1493	Süleyman Demirel Univ	726	1251	92	0.074
1494	JSS Acad High Educ & Res	55493	1248	80	0.064
1495	Univ Stirling	351	1247	158	0.127
1496	Rochester Inst Technol	3537	1247	106	0.085
1497	Linnaeus Univ	1478	1247	113	0.091
1498	Univ Sousse	53046	1246	76	0.061
1499	Duy Tan Univ	53062	1246	216	0.173
1500	Fed Univ Mato Grosso Sul	53349	1245	64	0.051
1501	Free Univ Bozen-Bolzano	806	1244	145	0.116
1502	Univ Agder	1389	1243	170	0.137
1503	Univ Rouen	2630	1243	95	0.076
1504	Univ Lincoln	313	1242	140	0.113
1505	Chongqing Normal Univ	18038	1242	120	0.097
1506	Częstochowa Univ Technol	940	1241	67	0.054
1507	Natl Taiwan Ocean Univ	9790	1241	81	0.065
1508	Univ Rzeszów	957	1241	113	0.091
1509	Wuhan Polytech Univ	19172	1240	102	0.082
1510	Ca' Foscari Univ Venice	459	1240	108	0.087
1511	Sogang Univ	3739	1238	116	0.094
1512	Univ Ilorin	53022	1235	71	0.057
1513	Çanakkale Onsekiz Mart Univ	1011	1234	62	0.051
1514	Shanghai Univ Finance & Econ	18550	1234	147	0.119
1515	Univ Tunku Abdul Rahman	53224	1234	115	0.093
1516	Kharazmi Univ	18787	1233	106	0.086
1517	Hainan Med Univ	52673	1232	101	0.082
1518	Nagoya Inst Technol	592	1231	39	0.032
1519	Tokyo Women's Med Univ	3635	1230	55	0.045
1520	İstanbul Medipol Univ	18621	1227	76	0.062
1521	Univ Latvia	464	1224	57	0.047
1522	Univ Sci & Technol Houari Boumediene	9274	1222	40	0.033
1523	West Michigan Univ	3535	1222	90	0.073
1524	Kalasalingam Acad Res & Educ	53950	1221	67	0.055
1525	Univ Kerala	53004	1220	76	0.062
1526	Kookmin Univ	9706	1220	79	0.064
1527	Indian Inst Sci Educ & Res Kolkata	52994	1219	78	0.064
1528	Majmaah Univ	53911	1218	142	0.117
1529	Shandong Second Med Univ	19178	1215	139	0.115
1530	Univ Algarve	553	1214	123	0.101
1531	Univ Mohaghegh Ardabili	18564	1213	132	0.108
1532	Univ Siegen	268	1213	115	0.095
1533	Univ Basrah	53185	1212	52	0.043
1534	Univ Fed Rio Grande	6102	1211	66	0.054
1535	Transilvania Univ Brasov	565	1209	101	0.084
1536	Lublin Univ Technol	942	1208	120	0.1
1537	Shizuoka Univ	9501	1205	34	0.029
1538	Univ Maryland - Baltimore County	3506	1204	116	0.096
1539	S Ural State Univ	10074	1203	107	0.089
1540	Cha Univ	18585	1203	113	0.094
1541	De Montfort Univ	310	1201	120	0.1
1542	Ahmadu Bello Univ	53240	1199	52	0.043
1543	Hamad Bin Khalifa Univ	18848	1196	192	0.161
1544	Bilkent Univ	708	1194	85	0.071
1545	Yunnan Agr Univ	52664	1193	109	0.091
1546	Amer Univ Sharjah	18590	1190	160	0.134
1547	Jaypee Inst Info Technol	53128	1189	81	0.068
1548	Montanuniv Leoben	12	1189	103	0.086
1549	Univ Kalyani	2504	1189	55	0.046
1550	ÉTS	21014	1188	123	0.104
1551	Moscow Aviat Inst	2873	1185	63	0.053
1552	Univ Massachusetts Boston	9814	1185	111	0.093
1553	Bohai Univ	10334	1184	190	0.161
1554	Indian Inst Technol Gandhinagar	2803	1184	97	0.082
1555	Lithuanian Univ Hlth Sci	2831	1183	76	0.065
1556	Izmir Kâtip Çelebi Univ	18998	1182	62	0.052
1557	Univ Mngmt & Technol - Lahore	53245	1182	173	0.146
1558	Jamia Hamdard	18093	1182	146	0.124
1559	Nanjing Univ Finance & Econ	52660	1181	185	0.157
1560	Tech Univ Bergakad Freiberg	882	1178	77	0.065
1561	Tamil Nadu Agr Univ	2521	1178	49	0.042
1562	Univ Burdwan	2502	1178	99	0.084
1563	Univ Trás-os-Montes & Alto Douro	562	1178	117	0.099
1564	Univ Hertfordshire	304	1178	145	0.124
1565	Southwest Forestry Univ	52649	1175	86	0.073
1566	Shimane Univ	9508	1175	50	0.043
1567	Univ Guanajuato	18575	1175	56	0.047
1568	Agr Univ Athens	359	1174	121	0.103
1569	Maharshi Dayanand Univ	19137	1174	128	0.109
1570	Åbo Akademi Univ	118	1173	109	0.093
1571	Boğaziçi Univ	727	1171	117	0.1
1572	Charles Darwin Univ	2941	1169	142	0.121
1573	Nelson Mandela Univ	1321	1167	75	0.064
1574	Chongqing Technol & Business Univ	19204	1166	123	0.106
1575	All India Inst Med Sci - Bhopal	55487	1165	42	0.036
1576	Liaoning Normal Univ	9638	1163	83	0.071
1577	Bucharest Univ Econ Stud	205	1162	83	0.071
1578	Moulay Ismail Univ	55417	1162	74	0.064
1579	Narsee Monjee Inst Mngmt Stud	54799	1160	99	0.085
1580	Visvesvaraya Technol Univ	55388	1158	57	0.049
1581	Tech Univ Cluj-Napoca	574	1158	93	0.08
1582	Nippon Med Sch	3643	1157	66	0.057
1583	Natl Univ Sci & Technol MISIS	16362	1157	78	0.067
1584	Natl Univ Ireland - Maynooth	404	1155	131	0.114
1585	Tokyo Med Univ	3648	1155	70	0.061
1586	Univ Poitiers	2621	1152	86	0.075
1587	Gaziantep Univ	725	1149	69	0.06
1588	Univ Electro-Comm	9538	1149	65	0.057
1589	Univ Fed Campina Grande	6104	1145	56	0.049
1590	Rhodes Univ	1503	1138	67	0.059
1591	Pontif Cath Univ Rio Grande do Sul	1499	1136	82	0.072
1592	Univ Angers	2660	1136	109	0.096
1593	Univ Kragujevac	18067	1136	104	0.092
1594	Tunis Univ	53291	1136	62	0.055
1595	Natl Inst Technol Hamirpur	34000	1133	102	0.09
1596	Shijiazhuang Tiedao Univ	52662	1132	83	0.074
1597	Univ Seoul	9704	1132	115	0.101
1598	Bordeaux INP	2783	1130	94	0.083
1599	Univ Kufa	55510	1130	36	0.032
1600	Univ N Dakota	3516	1130	110	0.097
1601	Univ Wuppertal	272	1128	102	0.091
1602	Alagappa Univ	2522	1127	84	0.075
1603	Info Engn Univ	54737	1126	74	0.066
1604	Saga Univ	3639	1126	39	0.035
1605	Pandit Deendayal Energy Univ	34005	1125	125	0.111
1606	Chongqing Univ Sci & Technol	52683	1125	91	0.08
1607	Sahand Univ Technol	18055	1125	95	0.084
1608	Indian Inst Technol Jodhpur	53126	1122	116	0.104
1609	Univ Kurdistan	18561	1120	138	0.123
1610	Fukuoka Univ	3640	1120	39	0.035
1611	LSU Hlth Sci Ctr - New Orleans	1252	1119	97	0.086
1612	Tshwane Univ Technol	1508	1117	85	0.076
1613	Univ Int Business & Econ	52656	1116	160	0.144
1614	Hubei Univ Med	19160	1115	90	0.081
1615	Univ Akron	3481	1115	105	0.094
1616	Nara Inst Sci & Technol	9532	1114	52	0.047
1617	Nnamdi Azikiwe Univ	54829	1114	60	0.054
1618	Yancheng Inst Technol	18703	1111	91	0.082
1619	Univ Camerino	412	1111	118	0.106
1620	Dong-a Univ	3749	1110	80	0.072
1621	Presidency Univ Kolkata	34006	1109	93	0.084
1622	China W Normal Univ	18779	1108	65	0.059
1623	Univ Zanjan	18058	1108	94	0.085
1624	Yogyakarta State Univ	55497	1106	35	0.032
1625	Kennesaw State Univ	18452	1106	83	0.075
1626	East Mediterranean Univ	1013	1105	129	0.117
1627	Punjabi Univ	18094	1105	94	0.085
1628	Kwangwoon Univ	3751	1102	121	0.11
1629	Durban Univ Technol	180	1102	78	0.07
1630	Texas Tech Univ Hlth Sci Ctr	18413	1100	94	0.085
1631	Australian Cath Univ	10345	1100	189	0.172
1632	Xinxiang Med Univ	18031	1099	102	0.093
1633	Haramaya Univ	54793	1097	119	0.109
1634	Indian Assoc Cultivation Sci	2459	1096	59	0.054
1635	Feng Chia Univ	3758	1095	64	0.058
1636	Boise State Univ	9852	1093	98	0.09
1637	Kyushu Inst Technol	18063	1093	45	0.041
1638	St Anna Sch Adv Stud	15067	1093	152	0.139
1639	Int Hellenic Univ	761	1092	115	0.106
1640	Guangdong Univ Foreign Stud	53076	1091	107	0.098
1641	Inner Mongolia Univ Sci & Technol	19187	1088	73	0.067
1642	Worcester Polytech Inst	9834	1088	109	0.1
1643	Wannan Med Coll	52644	1087	104	0.096
1644	Grigore T. Popa Univ Med & Pharma Iași	977	1086	119	0.109
1645	Stevens Inst Technol	3540	1086	144	0.133
1646	South Methodist Univ	3524	1085	119	0.109
1647	Nirma Univ	34004	1085	112	0.103
1648	All India Inst Med Sci - Raipur	55511	1084	30	0.027
1649	Fujian Univ Technol	52686	1083	100	0.092
1650	Linyi Univ	18551	1083	96	0.088
1651	Kongju Natl Univ	53266	1082	59	0.055
1652	Galgotias Univ	55515	1082	50	0.046
1653	Univ Santiago Chile	9420	1081	80	0.074
1654	Natl Inst Technol Agartala	55436	1080	85	0.079
1655	MS Ramaiah Univ Appl Sci	55496	1079	49	0.045
1656	Univ Greenwich	326	1079	154	0.143
1657	Hindustan Inst Technol & Sci	55508	1078	49	0.045
1658	Gebze Tech Univ	18167	1078	66	0.062
1659	IISER Bhopal	19145	1078	84	0.078
1660	Howard Univ	3525	1078	70	0.065
1661	Wilfrid Laurier Univ	3591	1076	97	0.09
1662	Westlake Univ	53894	1076	211	0.196
1663	Univ Aegean	368	1076	81	0.075
1664	Yazd Shahid Sadoughi Univ Med Sci	53007	1075	66	0.062
1665	Inst natl recherche sci	16482	1074	109	0.101
1666	Hashemite Univ	161	1074	88	0.082
1667	Univ Montana	3507	1074	129	0.12
1668	Univ Reims Champagne-Ardenne	2623	1074	61	0.057
1669	Natl Inst Technol Jamshedpur	55452	1072	73	0.068
1670	Ankara Yıldırım Beyazıt Univ	33090	1071	62	0.058
1671	Showa Univ	3652	1070	52	0.049
1672	Chung Yuan Christian Univ	3759	1068	66	0.062
1673	Abdul Wali Khan Univ Mardan	53243	1066	139	0.13
1674	Daegu Gyeongbuk Inst Sci & Technol	18980	1065	110	0.103
1675	Başkent Univ	1016	1065	39	0.037
1676	Univ Abomey-Calavi	53864	1064	30	0.029
1677	Veer Surendra Sai Univ Technol	54814	1063	78	0.073
1678	San Jose State Univ	18525	1061	82	0.077
1679	Univ Coll Southeast Norway	18679	1060	103	0.097
1680	Siberian Fed Univ	10050	1060	35	0.033
1681	Jain Univ	53928	1059	87	0.082
1682	Univ Fed Alagoas	6111	1058	57	0.054
1683	Riga Tech Univ	929	1054	44	0.042
1684	Univ Sci & Technol - S Korea	9734	1053	88	0.083
1685	Univ Yamanashi	16441	1052	31	0.029
1686	Publ Univ Navarra	660	1050	107	0.102
1687	Birkbeck - Univ London	1035	1050	141	0.134
1688	Andhra Univ	2492	1050	38	0.036
1689	Georgia South Univ	9874	1049	56	0.053
1690	Dr Hari Singh Gour Univ	55509	1049	69	0.066
1691	Pontificia Univ Católica Valparaíso	152	1049	63	0.061
1692	Cent Michigan Univ	9858	1046	87	0.083
1693	Hebei Univ Engn	19170	1045	85	0.081
1694	Dow Univ Hlth Sci	53859	1044	68	0.065
1695	Copenhagen Bus Sch	107	1044	168	0.161
1696	Muhammadiyah Univ Yogyakarta	55575	1043	32	0.03
1697	Univ Évora	551	1042	66	0.064
1698	Univ Mazandaran	9489	1042	98	0.094
1699	Parthenope Univ Naples	434	1040	159	0.153
1700	Shenyang Jianzhu Univ	52685	1040	56	0.053
1701	Saitama Univ	3653	1038	35	0.033
1702	Univ Huelva	639	1038	75	0.072
1703	Univ Szczecin	530	1037	81	0.078
1704	Univ Brighton	279	1036	105	0.101
1705	Univ Cent Lancashire	345	1035	112	0.108
1706	Harbin Normal Univ	10340	1033	68	0.066
1707	Lobachevsky State Univ Nizhni Novgorod	2883	1033	42	0.041
1708	Imam Khomeini Int Univ	18791	1032	95	0.092
1709	Xinyang Normal Univ	18718	1030	84	0.081
1710	Univ Fed Ouro Preto	6073	1030	49	0.048
1711	Sharda Univ	54804	1030	76	0.074
1712	Mediterranea Univ Reggio Calabria	442	1029	105	0.102
1713	Univ Brunei Darussalam	53068	1027	123	0.119
1714	North Univ Malaysia	55516	1027	89	0.086
1715	Creighton Univ	3511	1026	58	0.057
1716	Sapporo Med Univ	3647	1025	46	0.045
1717	Univ Pablo Olavide	999	1025	98	0.096
1718	Shandong Univ Finance & Econ	52677	1022	152	0.149
1719	Marquette Univ	3512	1021	88	0.087
1720	Univ Ryukyus	9522	1020	52	0.051
1721	Univ Allahabad	2482	1018	60	0.059
1722	Lakehead Univ	9418	1018	90	0.088
1723	Bangor Univ	848	1018	131	0.129
1724	Illinois Inst Technol	3509	1018	98	0.096
1725	Sofia Univ  - Bulgaria	62	1016	44	0.044
1726	Al-Farabi Kazakh Natl Univ	165	1016	51	0.05
1727	Mil Univ Technol - Warsaw	534	1014	94	0.093
1728	Mendel Univ	85	1014	71	0.07
1729	Univ Miyazaki	3654	1011	44	0.043
1730	Muğla Sıtkı Koçman Univ	1023	1009	48	0.048
1731	Pontificia Univ Javeriana	52975	1005	64	0.064
1732	Osnabrück Univ	262	1003	94	0.094
1733	Tech Univ Malaysia Malacca	55519	1002	65	0.065
1734	Indian Inst Sci Educ & Res - Pune	18559	1001	64	0.064
1735	Hawassa Univ	53115	1001	88	0.088
1736	N Minzu Univ	33824	1000	65	0.065
1737	Jahangirnagar Univ	53066	1000	111	0.111
1738	Anhui Univ Chin Med	52689	999	98	0.098
1739	Victor Babeş Univ Med & Pharma - Timisoara	586	998	94	0.095
1740	Univ Valle	18965	996	43	0.043
1741	Univ Rajshahi	53067	995	95	0.095
1742	Malmö Univ	868	995	99	0.099
1743	Univ Salford	346	993	103	0.104
1744	Düzce Univ	19100	992	129	0.13
1745	S Valley Univ	52988	992	108	0.109
1746	Can Tho Univ	9062	991	40	0.04
1747	Int Islamic Univ Islamabad	52615	990	111	0.112
1748	Sohag Univ	18781	990	84	0.085
1749	Saitama Med Univ	53168	990	45	0.045
1750	Univ S Alabama	3529	989	68	0.068
1751	Univ Peradeniya	18961	989	68	0.069
1752	Wonkwang Univ	9719	987	62	0.063
1753	Univ Peshawar	18803	987	96	0.098
1754	Lebanese Amer Univ	10287	985	171	0.174
1755	Univ Picardie Jules Verne	2649	984	89	0.09
1756	Univ Vet Med Vienna	22	983	105	0.107
1757	Cent S Univ Forestry & Technol	19168	983	121	0.123
1758	Białystok Univ Technol	504	982	56	0.057
1759	Univ Fukui	3655	982	37	0.038
1760	North Illinois Univ	3504	981	73	0.074
1761	Univ Tuscia	462	981	98	0.099
1762	Riphah Int Univ	53246	980	123	0.126
1763	Sriwijaya Univ	55518	978	28	0.029
1764	Politehnica Univ Timişoara	584	978	56	0.058
1765	Tech Univ Ilmenau	888	977	72	0.074
1766	Wright State Univ	3501	977	72	0.074
1767	Huaiyin Inst Technol	19229	976	101	0.103
1768	Univ Occupat & Environ Hlth	3659	976	56	0.058
1769	State Univ Padang	55546	976	38	0.039
1770	Univ Basilicata	808	975	95	0.098
1771	Univ Aut San Luis Potosí	101160	975	34	0.035
1772	Illinois State Univ	3521	975	54	0.055
1773	Univ Politec Cartagena	632	975	75	0.077
1774	Netaji Subhas Univ Technol	55414	974	75	0.077
1775	Fujita Hlth Univ	18062	974	63	0.064
1776	Osaka Med & Pharmaceut Univ	18572	973	55	0.056
1777	South Cross Univ	2942	973	98	0.101
1778	Univ Michoacan	18577	972	36	0.037
1779	Univ Costa Rica	18554	972	59	0.06
1780	Grad Ctr - CUNY	3466	972	107	0.11
1781	Univ Bradford	783	972	113	0.116
1782	Oxford Brookes Univ	338	970	102	0.106
1783	Celal Bayar Univ	1010	969	53	0.054
1784	West Norway Univ Appl Sci	31910	968	91	0.094
1785	Univ Bergamo	408	968	85	0.088
1786	Univ Philippines Diliman	9094	968	42	0.044
1787	Univ Burgos	1004	965	87	0.09
1788	Zhejiang Univ Finance & Econ	19202	965	148	0.154
1789	Univ Estado Santa Catarina	6192	965	45	0.047
1790	Karabük Univ	19102	964	96	0.099
1791	Hongik Univ	9725	962	67	0.069
1792	Univ Development Stud	54794	961	73	0.076
1793	Univ Mons	1386	961	103	0.107
1794	De La Salle University	9110	960	50	0.052
1795	Taylors Univ	53223	959	115	0.12
1796	Anglia Ruskin Univ	285	959	109	0.113
1797	Univ Port Harcourt	55539	959	30	0.031
1798	Univ Fed Maranhão	6122	958	42	0.044
1799	Univ Hradec Králové	30337	958	123	0.128
1800	Univ Fed Piauí	6114	958	42	0.044
1801	Indian Inst Info Technol Allahabad	2437	957	89	0.093
1802	Kagawa Univ	9539	956	55	0.058
1803	Visva Bharati Univ	2514	955	74	0.078
1804	Suranaree Univ Technol	2540	954	49	0.051
1805	Maharaja Sayajirao Univ Baroda	2511	953	43	0.045
1806	American Univ	9842	952	93	0.098
1807	Gauhati Univ	19151	949	54	0.057
1808	Villanova Univ	9824	949	78	0.083
1809	Sunway Univ	53225	948	141	0.149
1810	Teikyo Univ	9510	946	56	0.059
1811	Leeds Beckett Univ	308	946	108	0.115
1812	Al-Balqa Appl Univ	53188	944	95	0.1
1813	S Dakota State Univ	3528	944	78	0.083
1814	Bowling Green State Univ	3513	943	77	0.082
1815	Arab Acad Sci Technol & Mrtm Trans	9768	943	93	0.099
1816	Udayana Univ	55538	942	22	0.023
1817	Baqiyatallah Univ Med Sci	19113	942	69	0.073
1818	Govt Coll Univ Lahore	53023	942	104	0.11
1819	Univ Sargodha	18992	940	104	0.11
1820	Shanxi Normal Univ	18693	939	58	0.062
1821	Yarmouk Univ	53213	937	93	0.099
1822	An-Najah Natl Univ	177	937	83	0.089
1823	Abant İzzet Baysal Univ	1008	936	84	0.09
1824	Univ Tenaga Nasional	53219	935	128	0.137
1825	Inst Natl Polytech Toulouse	2779	935	78	0.084
1826	State Univ Semarang	55513	934	19	0.02
1827	Shahrekord Univ	18789	931	106	0.114
1828	Univ La Frontera	16374	930	67	0.072
1829	Sabancı Univ	734	930	125	0.135
1830	Univ Malaysia Sarawak	53222	929	57	0.061
1831	Fordham Univ	18081	929	106	0.114
1832	Islamic Azad Univ S Tehran Branch	9460	928	80	0.086
1833	Univ Mumbai	2501	928	39	0.042
1834	Univ Alaska - Fairbanks	3518	928	81	0.087
1835	Brandeis Univ	1318	926	120	0.13
1836	Maharishi Markandeshwar Univ - Mullana	55523	925	66	0.071
1837	Univ Mannheim	879	925	129	0.139
1838	Univ Calabar	54826	924	74	0.08
1839	Walailak Univ	18159	922	55	0.059
1840	Mahatma Gandhi Univ	2518	921	66	0.072
1841	Multimedia Univ	55433	921	111	0.12
1842	Univ Veracruzana	18994	920	36	0.039
1843	Adnan Menderes Univ	1032	920	50	0.054
1844	Univ Vet Med Hannover	874	919	68	0.074
1845	Jinzhou Med Univ	18553	919	88	0.096
1846	Arak Univ	18056	918	49	0.053
1847	Jiangxi Univ Finance & Econ	19185	918	110	0.12
1848	Recep Tayyip Erdoğan Univ	18893	918	73	0.079
1849	Trakya Univ	721	916	48	0.053
1850	Jiangxi Univ Tradit Chin Med	52646	916	81	0.088
1851	Harran Univ	1024	916	93	0.101
1852	Andalas Univ	55541	915	26	0.028
1853	Cal State Univ Fullerton	9836	915	56	0.061
1854	Chouaib Doukkali Univ	53939	915	49	0.053
1855	Cath Univ Portugal	556	915	105	0.115
1856	Univ Bundeswehr Munich	1043	913	59	0.065
1857	Ss Cyril & Methodius Univ Skopje	759	913	44	0.048
1858	Indian Inst Sci Educ & Res Mohali	70057	911	48	0.053
