76-100	University of Oklahoma, Norman	俄克拉荷马大学	美国
76-100	University of Oregon	俄勒冈大学	美国
76-100	University of Oslo	奥斯陆大学	挪威
76-100	University of Salamanca	萨拉曼卡大学	西班牙
76-100	University of Southern Denmark	南丹麦大学	丹麦
76-100	Yonsei University	延世大学	韩国
101-150	Aarhus University	奥胡斯大学	丹麦
101-150	American University	美利坚大学	美国
101-150	City St George's, University of London	伦敦大学城市圣乔治	英国
101-150	DePaul University	德保罗大学	美国
101-150	Georgia State University	佐治亚州立大学	美国
101-150	Harvard University	哈佛大学	美国
101-150	Jinan University	暨南大学	中国
101-150	Korea University	高丽大学	韩国
101-150	Louisiana State University, Baton Rouge	路易斯安那州立大学	美国
101-150	NTNU - Norwegian University of Science and Technology	挪威科技大学	挪威
101-150	Pontifical Catholic University of Chile	智利天主教大学	智利
101-150	Renmin University of China	中国人民大学	中国
101-150	San Diego State University	圣迭戈州立大学	美国
101-150	Shanghai International Studies University	上海外国语大学	中国
101-150	Stony Brook University	纽约州立大学石溪分校	美国
101-150	Sungkyunkwan University	成均馆大学	韩国
101-150	Tampere University	坦佩雷大学	芬兰
101-150	Tel Aviv University	特拉维夫大学	以色列
101-150	Temple University	天普大学	美国
101-150	The University of Hong Kong	香港大学	中国香港
101-150	The University of Manchester	曼彻斯特大学	英国
101-150	The University of Melbourne	墨尔本大学	澳大利亚
101-150	The University of Sheffield	谢菲尔德大学	英国
101-150	The University of Tennessee, Knoxville	田纳西大学诺克斯维尔分校	美国
101-150	Tilburg University	蒂尔堡大学	荷兰
101-150	University Diego Portales	迭戈波塔莱斯大学	智利
101-150	University of Bergen	卑尔根大学	挪威
101-150	University of Bremen	不来梅大学	德国
101-150	University of Cambridge	剑桥大学	英国
101-150	University of Canberra	堪培拉大学	澳大利亚
101-150	University of Cincinnati	辛辛那提大学	美国
101-150	University of Delaware	特拉华大学	美国
101-150	University of Duisburg-Essen	杜伊斯堡-埃森大学	德国
101-150	University of Hamburg	汉堡大学	德国
101-150	University of Houston	休斯敦大学	美国
101-150	University of Iowa	艾奥瓦大学	美国
101-150	University of Jyvaskyla	于韦斯屈莱大学	芬兰
101-150	University of Leeds	利兹大学	英国
101-150	University of Ljubljana	卢布尔雅那大学	斯洛文尼亚
101-150	University of Massachusetts, Amherst	马萨诸塞大学阿默斯特分校	美国
101-150	University of Miami	迈阿密大学	美国
101-150	University of Muenster	明斯特大学	德国
101-150	University of Technology Sydney	悉尼科技大学	澳大利亚
101-150	University of Tuebingen	图宾根大学	德国
101-150	University of Utah	犹他大学	美国
101-150	University of Westminster	威斯敏斯特大学	英国
101-150	University of Wuerzburg	维尔茨堡大学	德国
101-150	Vrije Universiteit Brussel	荷兰语布鲁塞尔自由大学	比利时
101-150	Wageningen University & Research	瓦赫宁根大学	荷兰
101-150	Zhejiang University	浙江大学	中国
151-200	Adelaide University	阿德莱德大学	澳大利亚
151-200	Bar-Ilan University	巴伊兰大学	以色列
151-200	Beijing Normal University	北京师范大学	中国
151-200	Ben-Gurion University of the Negev	本-古里安大学	以色列
151-200	Bournemouth University	伯恩茅斯大学	英国
151-200	Cardiff University	卡迪夫大学	英国
151-200	Carlos III University of Madrid	马德里卡洛斯三世大学	西班牙
151-200	Colorado State University	科罗拉多州立大学	美国
151-200	Columbia University	哥伦比亚大学	美国
151-200	Complutense University of Madrid	马德里康普顿斯大学	西班牙
151-200	Concordia University	康考迪亚大学	加拿大
151-200	Curtin University	科廷大学	澳大利亚
151-200	Eotvos Lorand University	厄特沃什·罗兰大学	匈牙利
151-200	Florida State University	佛罗里达州立大学	美国
151-200	George Washington University	乔治·华盛顿大学	美国
151-200	Karlstad University	卡尔斯塔德大学	瑞典
151-200	Lancaster University	兰卡斯特大学	英国
151-200	Lund University	隆德大学	瑞典
151-200	Maastricht University	马斯特里赫特大学	荷兰
151-200	Macquarie University	麦考瑞大学	澳大利亚
151-200	Marquette University	马凯特大学	美国
151-200	McGill University	麦吉尔大学	加拿大
151-200	North Carolina State University at Raleigh	北卡罗来纳州立大学	美国
151-200	Peking University	北京大学	中国
151-200	Roskilde University	罗斯基勒大学	丹麦
151-200	Simon Fraser University	西蒙菲莎大学	加拿大
151-200	Sodertorn University	瑟德托恩大学	瑞典
151-200	Swinburne University of Technology	斯威本科技大学	澳大利亚
151-200	Texas A&M University	得克萨斯农工大学	美国
151-200	Texas Christian University	得克萨斯基督教大学	美国
151-200	The Hong Kong Polytechnic University	香港理工大学	中国香港
151-200	University at Albany	纽约州立大学奥尔巴尼分校	美国
151-200	University College London	伦敦大学学院	英国
151-200	University of Bern	伯尔尼大学	瑞士
151-200	University of Bristol	布里斯托尔大学	英国
151-200	University of British Columbia	不列颠哥伦比亚大学	加拿大
151-200	University of California, Berkeley	加州大学-伯克利	美国
151-200	University of California, Irvine	加州大学-欧文	美国
151-200	University of California, Los Angeles	加州大学-洛杉矶	美国
151-200	University of Denver	丹佛大学	美国
151-200	University of Exeter	埃克塞特大学	英国
151-200	University of Fribourg	弗莱堡大学	瑞士
151-200	University of Macau	澳门大学	中国澳门
151-200	University of Milan	米兰大学	意大利
151-200	University of Nottingham	诺丁汉大学	英国
151-200	University of Tartu	塔尔图大学	爱沙尼亚
151-200	University of Waterloo	滑铁卢大学	加拿大
151-200	Uppsala University	乌普萨拉大学	瑞典
151-200	Western University	韦仕敦大学	加拿大
151-200	York University	约克大学	加拿大
